## Master file format version 2.0           2022.11.01 CAD&CCT

                         2023 MULTI-AGENCY SCHEDULE

                     Last Updated - March 02, 2023 - CCT

   SESSION      DATE     SESSION    DOY TIME   DUR                         STATIONS                        SKED CORR  STATUS  DBC  SUBM DEL
     TYPE     yyyymmdd     CODE     ddd hh:mm  h:mm                                                                  yyyymmdd CODE      days
--------------------------------------------------------------------------------------------------------------------------------------------
|AOV         |20230925|aov087      |268|14:00|24:00|HbIsKeKgKvShUrVmWwYg                                  |UTAS|UTAS|        | XA |NASA|-208|
|IVS-R1      |20230926|r11122      |269|17:00|24:00|AgFtHbHtKeKkKvMaNnNsOnWz                              |NASA|BONN|        | XA |NASA|-209|
|IVS-OHIG    |20230927|ohg145      |270|18:00|24:00|FtHtKkOhSyWw                                          |DACH|BONN|        | XA |BKG |-210|
|VGOS-OPS    |20230927|vo3270      |270|18:00|24:00|GsHbIsK2KeMgNnOeOwWfWsYj                              |NASA|WETZ|        | VG |NASA|-210|
|IVS-R4      |20230928|r41122      |271|18:30|24:00|BdFtHbHtKeKkMaNnNs                                    |USNO|WASH|        | XE |USNO|-211|
--------------------------------------------------------------------------------------------------------------------------------------------
|IVS-R1      |20231002|r11123      |275|17:00|24:00|AgFtHbHtKeKkMaNnNsOn                                  |NASA|BONN|        | XA |NASA|-215|
|VGOS-OPS    |20231005|vo3278      |278|18:00|24:00|GsK2KeMgNnOeOwWfWsYj                                  |NASA|WASH|        | VG |NASA|-218|
|IVS-R4      |20231005|r41123      |278|18:30|24:00|BdFtHbHtKkNsZc                                        |USNO|WASH|        | XE |USNO|-218|
|IVS-R1      |20231009|r11124      |282|17:00|24:00|FtHbHtKeKkNnNsNtOnShWz                                |NASA|BONN|        | XA |NASA|-222|
|IVS-CRF-DS  |20231011|crd127      |284|18:00|24:00|AgHhHoOhWw                                            |DACH|WASH|        | XN |USNO|-224|
|VGOS-OPS    |20231012|vo3285      |285|18:00|24:00|GsHbK2MgNnOeOwWfWsYj                                  |NASA|BONN|        | VG |NASA|-225|
|IVS-R4      |20231012|r41124      |285|18:30|24:00|BdHtKeKkNsNt                                          |USNO|WASH|        | XE |USNO|-225|
|IVS-R1      |20231017|r11125      |290|17:00|24:00|AgFtHbHtIsKeKkKvMaNnNsOnWz                            |NASA|BONN|        | XA |NASA|-230|
|AUS-AST     |20231018|aua105      |291|17:30|24:00|HbHoHtKeWwYg                                          |DACH|UTAS|        | XA |NASA|-231|
|VGOS-OPS    |20231019|vo3292      |292|18:00|24:00|GsIsK2KeMgNnOeOwWfWsYj                                |NASA|VIEN|        | VG |NASA|-232|
|IVS-R4      |20231019|r41125      |292|18:30|24:00|FtHbHtKkMaNs                                          |USNO|WASH|        | XE |USNO|-232|
|IVS-R1      |20231023|r11126      |296|17:00|24:00|AgFtHbHtIsKeKkKvMaNnNsWz                              |NASA|BONN|        | XA |NASA|-236|
|IVS-T2      |20231024|t2163       |297|17:30|24:00|263656FtHtKgKvNsOhSmWz                                |DACH|BONN|        | XH |BKG |-237|
|AOV         |20231025|aov088      |298|18:00|24:00|HbIsKeKgShUrVmWwYg                                    |GSI |GSI |        | XA |NASA|-238|
|VGOS-OPS    |20231026|vo3299      |299|18:00|24:00|GsHbIsK2MgNnOeOwWfWsYj                                |NASA|WETZ|        | VG |NASA|-239|
|IVS-R4      |20231026|r41126      |299|18:30|24:00|FtHtKeKkMaNs                                          |USNO|WASH|        | XE |USNO|-239|
|IVS-R1      |20231030|r11127      |303|17:00|24:00|AgFtHbHtIsKeKkKvMaNnNsWz                              |NASA|BONN|        | XA |NASA|-243|
--------------------------------------------------------------------------------------------------------------------------------------------
|VGOS-OPS    |20231102|vo3306      |306|18:00|24:00|GsK2KeMgNnWfWsYj                                      |NASA|WASH|        | VG |NASA|-246|
|IVS-R4      |20231102|r41127      |306|18:30|24:00|HbHtKkMaNs                                            |USNO|WASH|        | XE |USNO|-246|
|IVS-R1      |20231106|r11128      |310|17:00|24:00|AgFtHbHtKeKkKvMaNnNsWz                                |NASA|BONN|        | XA |NASA|-250|
|AUS-AST     |20231107|aua106      |311|17:30|24:00|HbHoHtKeWwYg                                          |DACH|UTAS|        | XA |NASA|-251|
|IVS-OHIG    |20231108|ohg146      |312|18:00|24:00|AgFtHtKkOhSyWw                                        |DACH|BONN|        | XA |BKG |-252|
|VGOS-RD     |20231108|vr2305      |312|18:00|24:00|GsHbK2KeMgNnOeOwWfWsYj                                |DACH|HAYS|        | VG |NASA|-252|
|IVS-R4      |20231109|r41128      |313|18:30|24:00|FtHbHtKeKkMaNnNs                                      |USNO|WASH|        | XE |USNO|-253|
|IVS-R1      |20231113|r11129      |317|17:00|24:00|BdFtHbHtIsKeKvMaNnNsSvWzZc                            |NASA|BONN|        | XA |NASA|-257|
|AOV         |20231114|aov089      |318|17:30|24:00|HbIsKeKgShUrVmWwYg                                    |UTAS|UTAS|        | XA |NASA|-258|
|VGOS-OPS    |20231116|vo3320      |320|18:00|24:00|GsHbIsK2MgNnOeOwWfWsYj                                |NASA|BONN|        | VG |NASA|-260|
|IVS-R4      |20231116|r41129      |320|18:30|24:00|BdFtHtKeKkNsZc                                        |USNO|WASH|        | XE |USNO|-260|
|IVS-R1      |20231120|r11130      |324|17:00|24:00|AgFtHbHtIsKeKkKvNnNsNtOnWz                            |NASA|BONN|        | XA |NASA|-264|
|IVS-RDV     |20231121|rv162       |325|17:30|24:00|HhHoNsOnShVaWz                                        |USNO|VLBA|        | XA |USNO|-265|
|IVS-CRF     |20231122|crf139      |326|18:00|24:00|HhHoIsKmUrYs                                          |DACH|SHAO|        | XN |USNO|-266|
|VGOS-OPS    |20231123|vo3327      |327|18:00|24:00|IsKeNnOeOwWsYj                                        |NASA|VIEN|        | VG |NASA|-267|
|IVS-R4      |20231123|r41130      |327|18:30|24:00|FtHbHtMaNsSvZc                                        |USNO|WASH|        | XE |USNO|-267|
|IVS-R1      |20231127|r11131      |331|17:00|24:00|FtHbHtIsKeKvNnNsNtOnWz                                |NASA|BONN|        | XA |NASA|-271|
|IVS-CRF-DS  |20231128|crd128      |332|17:30|24:00|AgHhHoOhWw                                            |DACH|WASH|        | XN |USNO|-272|
|IVS-RD      |20231129|rd2309      |333|18:00|24:00|FtHhKkKmMaNsOnWz                                      |OSO |SHAO|        | XA |NASA|-273|
|VGOS-OPS    |20231130|vo3334      |334|18:00|24:00|GsHbIsK2MgNnOeOwWfWsYj                                |NASA|WETZ|        | VG |NASA|-274|
|IVS-R4      |20231130|r41131      |334|18:30|24:00|BdFtHtKeKkNsZc                                        |USNO|WASH|        | XE |USNO|-274|
--------------------------------------------------------------------------------------------------------------------------------------------
|IVS-R1      |20231204|r11132      |338|17:00|24:00|BdFtHbHtIsKeKvNnNsNtSvWzZc                            |NASA|BONN|        | XA |NASA|-278|
|AUS-AST     |20231205|aua107      |339|17:30|24:00|HbHoHtKeWwYg                                          |DACH|UTAS|        | XB |NASA|-279|
|AOV         |20231206|aov090      |340|18:00|24:00|HbIsKeKgKvShUrWwYg                                    |SHAO|SHAO|        | XA |NASA|-280|
|VGOS-OPS    |20231207|vo3341      |341|18:00|24:00|GsIsK2KeMgNnOeOwWfWsYj                                |NASA|WASH|        | VG |NASA|-281|
|IVS-R4      |20231207|r41132      |341|18:30|24:00|FtHbHtKkNsSv                                          |USNO|WASH|        | XE |USNO|-281|
|IVS-R1      |20231211|r11133      |345|17:00|24:00|AgHbHtIsKeKvMaNnNsOnWz                                |NASA|BONN|        | XA |NASA|-285|
|IVS-T2P     |20231212|t2p164      |346|17:30|24:00|AgBdEbHhHtKgKkKvMaNsNtOnShSvVmWzYsZc                  |DACH|BONN|        | XH |BKG |-286|
|IVS-RD      |20231213|rd2310      |347|18:00|24:00|HhKkKmMaNsOnWz                                        |OSO |SHAO|        | XA |NASA|-287|
|VGOS-OPS    |20231213|vo3347      |347|18:00|24:00|GsHbIsK2KeMgNnOeOwWfWsYj                              |NASA|BONN|        | VG |NASA|-287|
|IVS-R4      |20231214|r41133      |348|18:30|24:00|BdHbHtIsKeKkNnNsNt                                    |USNO|WASH|        | XE |USNO|-288|
|IVS-R1      |20231218|r11134      |352|17:00|24:00|AgFtHbHtIsKeKkKvMaNnNsNtOnWz                          |NASA|BONN|        | XA |NASA|-292|
|VGOS-OPS    |20231220|vo3354      |354|18:00|24:00|GsHbIsK2MgNnOeOwWfWsYj                                |NASA|HAYS|        | VG |NASA|-294|
|IVS-R4      |20231220|r41134      |354|18:30|24:00|BdFtHtKeKkNsNt                                        |USNO|WASH|        | XE |USNO|-294|
|IVS-R1      |20231227|r11135      |361|17:00|24:00|AgFtHtKkKvMaNnNsOnShWz                                |NASA|BONN|        | XA |NASA|-301|
|VGOS-OPS    |20231228|vo3362      |362|18:00|24:00|GsIsKeMgNnOeOwWfWsYj                                  |NASA|WETZ|        | VG |NASA|-302|
|IVS-R4      |20231228|r41135      |362|18:30|24:00|BdFtHbHtMaNs                                          |USNO|WASH|        | XE |USNO|-302|
--------------------------------------------------------------------------------------------------------------------------------------------
## Master file format version 2.0           2022.11.01 CAD&CCT
